"Sample_Number","Phycodnaviridae","Siphoviridae","Herpesviridae","Siphoviridae","Poxviridae","Papillomaviridae","Siphoviridae","Bornaviridae","Bicaudaviridae","Picornaviridae","Herpesviridae","Herpesviridae","Baculoviridae","Papillomaviridae","Myoviridae","Virgaviridae","Herpesviridae","Alloherpesviridae","Inoviridae","Marseilleviridae","Coronaviridae","Anelloviridae","Ascoviridae","Tymoviridae","k__Viruses","Myoviridae","Circoviridae","Rhabdoviridae","Picornaviridae","k__Viruses","Picornaviridae","Poxviridae","Tymoviridae","Arenaviridae","Totiviridae","Flaviviridae","Poxviridae","Anelloviridae","Gammaflexiviridae","k__Viruses","Hepeviridae","Virgaviridae","Caulimoviridae","Polydnaviridae","Herpesviridae","Papillomaviridae","Togaviridae","Betaflexiviridae","Podoviridae","Alphaflexiviridae","Phycodnaviridae","Lipothrixviridae","Papillomaviridae","Retroviridae","Siphoviridae","Poxviridae","Poxviridae","k__Viruses","Potyviridae","Podoviridae","Picornaviridae","Secoviridae","Siphoviridae","Coronaviridae","Baculoviridae","Papillomaviridae","Siphoviridae","Myoviridae","Papillomaviridae","Papillomaviridae","Coronaviridae","Luteoviridae","Phycodnaviridae","Hypoviridae","Anelloviridae","Dicistroviridae","k__Viruses","Phycodnaviridae","Picornaviridae","Virgaviridae","Siphoviridae","Baculoviridae","Arenaviridae","Marnaviridae","Myoviridae","Myoviridae","Partitiviridae","Reoviridae","Betaflexiviridae","Coronaviridae","Paramyxoviridae","Herpesviridae","Bromoviridae","Bunyaviridae","Closteroviridae","Myoviridae","Siphoviridae","Fuselloviridae","Bunyaviridae","Picornaviridae","Bunyaviridae","Mimiviridae","Poxviridae","Potyviridae","Herpesviridae","Picornaviridae","Podoviridae","Retroviridae","Secoviridae","Polydnaviridae","Herpesviridae","Luteoviridae","Flaviviridae","Poxviridae","Geminiviridae","Alloherpesviridae","Nyamiviridae","Potyviridae","Retroviridae","Microviridae","Siphoviridae","Iridoviridae","Picornaviridae","Iridoviridae","Alphaflexiviridae","Myoviridae","Caliciviridae","Poxviridae","k__Viruses","Paramyxoviridae","Chrysoviridae","Myoviridae","k__Viruses","Astroviridae","Secoviridae","Rudiviridae","Herpesviridae","Polyomaviridae","Alloherpesviridae","Picornaviridae","Secoviridae","Myoviridae","Poxviridae","Adenoviridae","Herpesviridae","Picornaviridae","Podoviridae","Herpesviridae","Adenoviridae","Lipothrixviridae","Iridoviridae","Closteroviridae","Siphoviridae","Siphoviridae","Orthomyxoviridae","Poxviridae","Papillomaviridae","Phycodnaviridae","Bunyaviridae","Picornaviridae","Siphoviridae","Dicistroviridae","Siphoviridae","Hytrosaviridae","Herpesviridae","Bromoviridae","Closteroviridae","Papillomaviridae","Papillomaviridae","Partitiviridae","Mimiviridae","Malacoherpesviridae","k__Viruses","Alphaflexiviridae","Siphoviridae","Retroviridae","Circoviridae","Betaflexiviridae","Secoviridae","Iflaviridae","Iridoviridae","Flaviviridae","Astroviridae","Virgaviridae","Roniviridae","k__Viruses","Bromoviridae","Herpesviridae","Nimaviridae","Hytrosaviridae","Virgaviridae","Siphoviridae","Myoviridae","Tymoviridae","Myoviridae","Myoviridae","Myoviridae","Papillomaviridae","Picornaviridae","Myoviridae","Siphoviridae","Endornaviridae","Reoviridae","Adenoviridae","Orthomyxoviridae","Alphaflexiviridae","Poxviridae","Podoviridae","Parvoviridae","Myoviridae","Baculoviridae","Siphoviridae","Picornaviridae","Ampullaviridae","Tectiviridae","Caulimoviridae","Anelloviridae","Papillomaviridae","Parvoviridae","Rhabdoviridae","Poxviridae","Anelloviridae","Turriviridae","Caulimoviridae","Siphoviridae","Myoviridae","Globuloviridae","Reoviridae","Reoviridae","Benyviridae","Parvoviridae","Asfarviridae","Luteoviridae","Paramyxoviridae","Filoviridae","Fuselloviridae","Picornaviridae","Bromoviridae","Podoviridae","Coronaviridae","Inoviridae","Secoviridae","Paramyxoviridae","k__Viruses","Siphoviridae","Alphaflexiviridae","Togaviridae","Betaflexiviridae","Siphoviridae","Sphaerolipoviridae","Myoviridae","Parvoviridae","Papillomaviridae","Siphoviridae","Siphoviridae","Caulimoviridae","Caulimoviridae","Sphaerolipoviridae","Siphoviridae","Myoviridae","Flaviviridae","Adenoviridae","Parvoviridae","Anelloviridae","Myoviridae","Siphoviridae","Retroviridae","Paramyxoviridae","Reoviridae","Lipothrixviridae","Reoviridae","Rhabdoviridae","Rhabdoviridae","Hepadnaviridae","Parvoviridae","Alphaflexiviridae","Picornaviridae","Mesoniviridae","Siphoviridae","Tombusviridae","Parvoviridae","k__Viruses","Secoviridae","Filoviridae","Geminiviridae","k__Viruses","Picornaviridae","Leviviridae","Picornaviridae","Retroviridae","Paramyxoviridae","Parvoviridae","Podoviridae","Reoviridae","Bromoviridae","Nanoviridae","Totiviridae","Nanoviridae","Papillomaviridae","Caulimoviridae","Tombusviridae","Totiviridae","Siphoviridae","Parvoviridae","Siphoviridae","Siphoviridae","Siphoviridae","Tombusviridae","Papillomaviridae","Orthomyxoviridae","Podoviridae","Podoviridae","Anelloviridae","Barnaviridae","Parvoviridae","Narnaviridae","Siphoviridae","Arteriviridae","Rhabdoviridae","Potyviridae","Geminiviridae","Picornaviridae","Siphoviridae","Myoviridae","k__Viruses","Megabirnaviridae","Corticoviridae","Bunyaviridae","Caulimoviridae","Retroviridae","Reoviridae","Myoviridae","k__Viruses","Narnaviridae","Reoviridae","Totiviridae","Siphoviridae","Potyviridae","Papillomaviridae","Reoviridae","Anelloviridae","Potyviridae","Iridoviridae","Rhabdoviridae","Rhabdoviridae","Closteroviridae","Papillomaviridae","Betaflexiviridae","k__Viruses","Hepadnaviridae","Siphoviridae","Podoviridae","Siphoviridae","Caliciviridae","Leviviridae","Microviridae","Siphoviridae","Picornaviridae","Plasmaviridae","Siphoviridae","Microviridae","Papillomaviridae","Siphoviridae"
"s16081",0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,2,6,0,0,0,2,0,4,0,0,6,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,140,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,2,0,2,0,2,0,4,0,2,0,0,0,0,14,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,38,4,0,10,0,0,24,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,2,0,18,0,2,0,0,0,0,2,0,0,0,164,18,0,0,0,0,0,2,0,0,0,0,2,14,10,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16077",0,0,16,0,0,0,0,0,0,0,0,6,0,2,0,6,10,0,0,0,2,0,0,0,0,8,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,78,2,0,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,22,0,0,0,14,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,0,44,2,0,2,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,2,0,0,14,0,2,0,0,0,0,0,0,0,0,16,54,0,0,0,12,0,2,0,0,2,2,0,2,12,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16067",0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,2,6,0,0,0,2,0,4,0,0,4,0,0,0,0,2,2,0,0,0,14,0,0,0,0,2,0,0,172,2,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,24,0,12,0,0,0,6,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,0,32,2,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,8,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,2,0,8,0,2,0,2,0,0,2,0,0,0,8,20,0,0,0,4,0,10,2,0,0,2,0,8,6,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16124",0,0,24,0,0,0,0,0,0,0,0,8,0,2,0,8,16,0,0,0,4,0,4,0,0,26,0,0,0,0,10,8,8,0,0,14,0,0,0,0,2,0,0,252,2,0,12,0,0,4,0,0,0,14,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,2,0,2,0,0,0,0,0,0,44,0,20,0,0,0,10,0,0,0,0,0,0,0,18,0,0,2,2,8,0,0,0,96,0,0,4,0,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,2,24,0,0,0,0,0,4,4,4,0,6,0,0,0,0,0,0,0,2,0,14,0,2,0,0,0,0,2,0,0,0,24,28,0,0,0,0,0,2,0,0,2,2,0,16,22,0,0,0,0,0,84,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16063",0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,4,0,4,0,0,16,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,220,0,0,16,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,18,0,48,0,0,0,6,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,60,2,0,4,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,20,0,0,0,0,0,4,8,2,0,206,2,0,0,0,0,0,0,0,0,20,0,4,0,2,0,0,2,0,0,0,8,32,0,0,0,10,0,10,0,0,0,2,0,20,26,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16155",0,0,28,0,0,0,0,0,0,2,0,4,0,0,4,12,2,0,0,0,4,0,2,0,0,14,0,0,0,0,4,4,0,0,0,20,0,0,0,0,0,0,0,94,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,0,0,0,42,0,30,0,0,0,4,0,0,0,0,0,0,2,8,0,0,8,0,2,0,0,0,34,4,0,2,0,0,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,6,8,0,2,0,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,4,0,0,0,22,34,0,0,0,0,0,4,2,0,0,2,0,8,28,0,0,0,0,0,156,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15857",0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,2,10,2,0,0,2,0,0,0,0,14,0,0,2,0,8,0,0,0,0,22,0,0,0,0,0,0,0,102,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,30,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,2,0,0,14,0,0,2,10,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,12,0,0,0,0,0,0,2,2,0,2,0,0,8,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,2,10,8,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15777",0,2,88,0,0,0,0,0,0,10,0,30,0,0,0,112,24,14,0,0,6,0,2,0,0,80,2,0,6,0,58,28,22,0,0,66,0,10,0,0,6,2,0,400,8,0,102,0,2,30,6,0,0,0,0,2,2,10,0,2,2,0,0,12,68,0,0,0,0,0,2,0,22,20,0,0,0,8,2,22,0,22,0,0,0,2,244,2,444,4,0,0,46,0,2,0,0,0,0,32,34,0,0,26,12,42,0,0,4,402,0,0,0,34,0,230,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,24,36,0,0,12,66,2,2,10,0,0,4,20,24,18,20288,2,0,0,0,0,0,0,6,0,60,2,24,0,2,0,0,10,0,4,2,2,136,0,2,0,6,0,0,4,0,8,16,22,74,96,0,0,2,6,2,2,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15858",0,0,52,0,0,0,0,0,0,2,0,6,0,0,6,0,0,2,0,0,0,0,0,0,0,6,0,0,2,0,6,4,0,0,0,8,0,0,0,0,2,0,0,112,0,0,10,0,0,2,0,0,0,4,0,2,0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,34,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,18,0,0,2,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,16,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,16,16,0,0,0,6,0,2,0,0,2,0,0,8,8,0,0,0,2,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15796",0,0,22,0,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,10,0,0,10,0,0,0,0,4,2,2,0,0,10,0,0,0,0,0,0,0,222,0,0,8,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,10,0,10,0,0,0,4,0,0,0,0,0,0,0,8,2,0,6,0,4,0,0,0,38,0,0,2,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,32,20,0,0,0,0,0,2,2,0,2,0,0,22,8,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15809",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,10,0,0,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,170,0,0,2,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,2,0,0,0,0,22,0,20,4,0,0,10,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,26,8,0,2,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,4,0,2,0,0,0,4,24,0,0,0,0,0,4,0,0,0,0,0,16,10,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15767",4,0,64,0,0,0,0,0,0,4,0,22,0,0,0,30,14,8,0,0,4,0,2,0,0,48,0,0,2,0,38,10,6,0,0,28,0,2,0,0,0,0,0,194,20,0,44,0,0,8,22,0,0,0,0,0,4,4,0,0,0,0,0,2,44,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,26,0,0,0,0,66,0,234,0,0,0,16,0,0,0,0,0,0,4,28,0,0,14,6,4,0,0,2,188,0,0,0,4,0,132,2,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,6,14,0,0,2,30,2,0,4,0,8,0,16,12,20,48,6,0,0,0,0,0,0,4,0,26,0,4,0,0,0,4,8,0,0,2,4,66,0,0,0,0,0,0,32,2,4,2,10,24,18,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15752",26,2,764,4,6,0,0,0,2,20,2,674,68,2,30,240,214,586,0,0,22,4,22,0,0,318,0,0,10,0,124,166,170,0,0,686,4,94,0,16,6,18,0,3636,110,0,236,0,0,42,360,0,0,0,0,50,22,20,0,10,0,4,0,32,456,0,0,0,0,0,2,0,74,38,6,0,0,230,2,272,0,172,10,0,0,2,1164,0,5210,8,0,0,130,0,30,0,0,0,0,76,286,4,0,50,34,62,0,0,6,3142,2,0,4,40,0,1446,8,0,0,50,8,0,0,2,0,0,2,24,0,0,122,0,10,72,2,4,126,336,4,12,100,0,46,36,106,220,294,530,142,0,28,0,0,0,6,50,0,380,0,24,6,0,0,22,122,8,2,68,6,592,10,8,0,8,0,2,1732,0,50,62,102,294,110,0,0,2,8,14,20,76,40,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15855",0,0,18,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,4,4,0,0,10,0,0,0,0,0,0,0,84,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,36,0,14,0,0,0,4,0,0,0,0,0,0,0,8,0,0,2,0,6,0,0,0,46,2,0,2,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,14,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,10,0,2,0,2,0,0,4,0,0,0,8,18,0,0,0,0,0,2,0,0,0,2,0,18,16,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15765",2,0,40,0,0,0,0,0,0,0,0,32,0,0,0,20,34,12,0,0,6,0,8,0,0,30,0,0,0,0,18,16,6,0,0,18,0,0,0,2,0,0,0,198,10,0,26,2,0,4,30,0,0,0,0,0,0,4,0,0,0,0,0,4,32,0,0,0,0,0,0,0,2,2,0,0,0,6,0,10,0,6,0,0,0,0,34,0,148,0,0,0,10,0,0,0,0,0,0,4,24,4,0,4,4,0,0,0,0,128,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,8,6,0,0,6,18,0,0,8,0,2,0,6,6,10,40,2,0,0,0,0,0,0,2,0,28,0,2,0,0,0,0,12,0,0,2,14,20,0,0,0,0,0,0,50,0,4,0,18,26,12,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
